model,price,transmission,mileage,fuelType,tax,mpg,engineSize
 2 Series,15498,Semi-Auto,14313,Petrol,125,51.4,1.5
 5 Series,9998,Semi-Auto,82681,Diesel,30,62.8,2
 1 Series,12498,Manual,37919,Diesel,20,72.4,1.5
 1 Series,12498,Manual,38276,Diesel,20,70.6,1.5
 3 Series,14498,Manual,21105,Petrol,150,48.7,2
 3 Series,27498,Semi-Auto,9091,Diesel,150,52.3,2
 2 Series,16498,Semi-Auto,25405,Diesel,150,64.2,2
 1 Series,21498,Semi-Auto,23699,Petrol,200,39.8,3
 3 Series,21998,Semi-Auto,7237,Diesel,145,60.1,2
 3 Series,26998,Semi-Auto,15002,Diesel,145,48.7,2
 5 Series,25998,Semi-Auto,19479,Diesel,145,46.3,2
 3 Series,22898,Automatic,12249,Diesel,145,62.8,2
 1 Series,17498,Automatic,10565,Diesel,145,72.4,1.5
 3 Series,20998,Semi-Auto,28180,Petrol,145,48.7,2
 1 Series,15498,Semi-Auto,40228,Diesel,125,60.1,2
 5 Series,11450,Manual,60529,Diesel,30,65.7,2
 3 Series,18998,Semi-Auto,28762,Diesel,160,51.4,3
 1 Series,14998,Automatic,30300,Diesel,30,65.7,2
 3 Series,15998,Semi-Auto,16943,Petrol,150,51.4,2
 3 Series,14998,Manual,13309,Petrol,150,48.7,2
 3 Series,26498,Semi-Auto,7098,Petrol,150,41.5,2
 4 Series,31898,Semi-Auto,4125,Diesel,145,50.4,3
 2 Series,19999,Semi-Auto,29139,Petrol,205,39.8,3
 3 Series,17998,Semi-Auto,44888,Diesel,160,51.4,3
 3 Series,18998,Semi-Auto,19125,Diesel,150,53.3,3
 2 Series,15998,Manual,12248,Petrol,125,53.3,1.5
 2 Series,9698,Manual,60891,Diesel,20,68.9,2
 2 Series,18498,Semi-Auto,7202,Petrol,145,38.2,2
 5 Series,22498,Semi-Auto,19864,Diesel,145,65.7,2
 3 Series,14498,Semi-Auto,58872,Diesel,30,67.3,2
 5 Series,19998,Semi-Auto,16555,Diesel,160,51.4,2
 3 Series,22998,Semi-Auto,19505,Diesel,145,51.4,3
 5 Series,26898,Semi-Auto,4917,Diesel,145,65.7,2
 1 Series,21898,Manual,4100,Petrol,150,41.5,1.5
 4 Series,18500,Semi-Auto,22566,Diesel,145,55.4,3
 1 Series,16314,Manual,17846,Petrol,300,35.3,3
 3 Series,29998,Semi-Auto,10171,Petrol,145,41.5,2
 5 Series,25498,Semi-Auto,20279,Hybrid,135,156.9,2
 3 Series,27498,Semi-Auto,14793,Diesel,145,48.7,2
 3 Series,21898,Semi-Auto,10305,Diesel,145,56.5,3
 1 Series,12498,Manual,22103,Diesel,20,72.4,1.5
 3 Series,16998,Semi-Auto,44600,Diesel,145,56.5,3
 1 Series,13998,Manual,33094,Diesel,20,72.4,1.5
 3 Series,35998,Semi-Auto,9632,Diesel,145,49.6,2
 3 Series,12950,Semi-Auto,44635,Diesel,0,74.3,2
 3 Series,15127,Semi-Auto,26630,Petrol,125,51.4,2
 3 Series,11470,Semi-Auto,49500,Diesel,30,62.8,2
 4 Series,13991,Manual,22908,Diesel,125,58.9,2
 3 Series,19298,Semi-Auto,32382,Diesel,200,49.6,3
 4 Series,21998,Semi-Auto,16616,Diesel,145,65.7,2
 3 Series,18998,Automatic,24709,Diesel,145,53.3,3
 4 Series,18498,Semi-Auto,36435,Diesel,165,52.3,3
 3 Series,13798,Semi-Auto,34860,Petrol,125,54.3,1.5
 5 Series,17998,Automatic,28695,Diesel,145,53.3,3
 3 Series,19998,Semi-Auto,16159,Petrol,145,48.7,2
 4 Series,17998,Automatic,43111,Diesel,145,65.7,2
 4 Series,21998,Automatic,13941,Petrol,145,48.7,2
 4 Series,19998,Semi-Auto,13273,Diesel,145,65.7,2
 5 Series,25998,Semi-Auto,24141,Hybrid,140,156.9,2
 5 Series,28998,Semi-Auto,26471,Petrol,150,39.2,3
 5 Series,27898,Semi-Auto,11871,Diesel,150,62.8,2
 5 Series,22998,Semi-Auto,20033,Diesel,150,65.7,2
 1 Series,29998,Semi-Auto,934,Diesel,150,48.7,2
 4 Series,24998,Semi-Auto,3214,Diesel,150,65.7,2
 3 Series,21998,Semi-Auto,11300,Diesel,150,55.4,2
 4 Series,20998,Semi-Auto,23358,Diesel,145,65.7,2
 3 Series,13998,Semi-Auto,66362,Diesel,30,62.8,2
 4 Series,21998,Semi-Auto,15600,Diesel,145,65.7,2
 3 Series,16291,Semi-Auto,25329,Petrol,145,51.4,1.5
 3 Series,11891,Semi-Auto,54335,Diesel,30,62.8,2
 1 Series,10991,Semi-Auto,45000,Diesel,20,72.4,1.5
 3 Series,17498,Automatic,58080,Hybrid,0,134.5,2
 4 Series,19998,Semi-Auto,8333,Petrol,145,48.7,2
 5 Series,17498,Semi-Auto,19218,Diesel,30,62.8,2
 3 Series,16747,Semi-Auto,25513,Diesel,145,56.5,3
 3 Series,19047,Automatic,16844,Diesel,145,56.5,3
 3 Series,14050,Manual,20829,Petrol,145,48.7,2
 5 Series,13991,Semi-Auto,44002,Diesel,20,68.9,2
 1 Series,14991,Manual,7000,Diesel,30,65.7,2
 1 Series,13491,Manual,24000,Diesel,30,65.7,2
 1 Series,12491,Manual,19167,Diesel,20,68.9,2
 2 Series,11679,Manual,46200,Petrol,30,54.3,1.5
 3 Series,10170,Manual,49102,Diesel,125,57.6,2
 2 Series,15750,Semi-Auto,18652,Diesel,145,65.7,2
 1 Series,13895,Semi-Auto,31453,Diesel,20,67.3,2
 1 Series,13295,Manual,18712,Diesel,145,50.4,2
 5 Series,17000,Semi-Auto,40750,Diesel,160,50.4,3
 3 Series,13000,Manual,61443,Petrol,200,39.8,2
 2 Series,16998,Manual,5898,Petrol,145,42.2,1.5
 2 Series,18998,Semi-Auto,24859,Petrol,260,37.2,3
 2 Series,16998,Manual,3935,Petrol,150,40.9,1.5
 3 Series,18995,Semi-Auto,23505,Diesel,145,64.2,2
 2 Series,11999,Manual,31289,Diesel,30,62.8,2
 2 Series,11999,Manual,31289,Diesel,30,62.8,2
 2 Series,17498,Semi-Auto,5346,Petrol,145,39.8,1.5
 3 Series,12998,Manual,31826,Diesel,125,57.6,2
 3 Series,14498,Semi-Auto,38328,Petrol,150,51.4,2
 5 Series,25998,Semi-Auto,30810,Diesel,150,60.1,3
 1 Series,19498,Semi-Auto,9739,Diesel,145,67.3,2
 2 Series,14998,Manual,20001,Petrol,150,50.4,1.5
 3 Series,29998,Semi-Auto,8765,Petrol,145,41.5,2
 5 Series,30998,Semi-Auto,11675,Diesel,145,56.5,3
 2 Series,17998,Semi-Auto,5877,Petrol,145,40.9,1.5
 3 Series,25898,Semi-Auto,11917,Diesel,150,52.3,2
 3 Series,28898,Semi-Auto,1250,Petrol,145,42.2,2
 3 Series,19898,Semi-Auto,40238,Diesel,145,53.3,3
 5 Series,23898,Semi-Auto,11896,Diesel,30,65.7,2
 1 Series,17498,Semi-Auto,17640,Diesel,145,65.7,2
 2 Series,12498,Manual,16793,Petrol,30,57.6,1.5
 3 Series,17998,Semi-Auto,32000,Diesel,145,62.8,2
 1 Series,20498,Semi-Auto,16875,Petrol,145,39.8,3
 4 Series,21998,Semi-Auto,11032,Diesel,145,65.7,2
 1 Series,15498,Manual,5953,Petrol,150,53.3,1.5
 1 Series,13698,Semi-Auto,12102,Diesel,0,78.5,1.5
 5 Series,23998,Semi-Auto,13970,Diesel,145,65.7,2
 2 Series,15998,Semi-Auto,30330,Diesel,145,64.2,2
 4 Series,19498,Semi-Auto,27198,Diesel,145,65.7,2
 1 Series,14498,Manual,28831,Diesel,145,65.7,2
 1 Series,20250,Semi-Auto,20336,Petrol,200,39.8,3
 3 Series,20498,Automatic,17521,Diesel,145,53.3,3
 3 Series,17298,Semi-Auto,27985,Hybrid,0,134.5,2
 1 Series,9460,Manual,53872,Diesel,30,65.7,2
 3 Series,10850,Automatic,73271,Diesel,145,55.4,3
 2 Series,16798,Manual,14534,Diesel,145,57.7,1.5
 3 Series,23498,Automatic,9117,Diesel,145,54.3,2
 5 Series,17498,Semi-Auto,29823,Diesel,160,51.4,3
 1 Series,11950,Semi-Auto,67500,Diesel,20,67.3,2
 1 Series,13950,Semi-Auto,40000,Diesel,20,67.3,2
 3 Series,15195,Semi-Auto,56000,Diesel,145,56.5,2
 5 Series,15495,Semi-Auto,51565,Diesel,160,51.4,2
 1 Series,11498,Manual,68985,Diesel,20,68.9,2
 3 Series,17498,Semi-Auto,16149,Petrol,145,51.4,1.5
 5 Series,24498,Semi-Auto,20657,Diesel,145,60.1,2
 1 Series,18998,Manual,24997,Petrol,260,36.2,3
 2 Series,19898,Semi-Auto,11711,Petrol,260,37.2,3
 5 Series,23898,Semi-Auto,46954,Diesel,145,60.1,3
 1 Series,17898,Manual,26447,Petrol,300,35.3,3
 1 Series,15498,Manual,19217,Petrol,150,52.3,1.5
 3 Series,19998,Semi-Auto,24059,Diesel,150,53.3,3
 3 Series,26898,Semi-Auto,10707,Diesel,150,52.3,2
 3 Series,23298,Semi-Auto,10785,Diesel,150,54.3,2
 3 Series,29998,Semi-Auto,10035,Petrol,145,41.5,2
 2 Series,23898,Automatic,6375,Diesel,145,61.4,2
 4 Series,30898,Semi-Auto,6123,Diesel,150,49.6,3
 3 Series,19898,Semi-Auto,30824,Hybrid,140,134.5,2
 4 Series,13995,Manual,33755,Petrol,160,44.8,2
 3 Series,10200,Manual,56423,Petrol,200,40.4,2
 5 Series,21440,Semi-Auto,34779,Diesel,150,62.8,2
 5 Series,18385,Semi-Auto,45356,Diesel,160,51.4,3
 4 Series,21840,Semi-Auto,10291,Diesel,150,65.7,2
 3 Series,16480,Semi-Auto,57377,Diesel,165,51.4,3
 5 Series,15485,Semi-Auto,50492,Diesel,30,62.8,2
 5 Series,26798,Semi-Auto,16128,Diesel,145,60.1,2
 3 Series,32995,Manual,612,Diesel,145,54.3,2
 4 Series,23990,Semi-Auto,22254,Petrol,200,41.5,3
 2 Series,21490,Semi-Auto,20348,Petrol,200,39.8,3
 3 Series,20000,Semi-Auto,17892,Diesel,145,60.1,2
 1 Series,13998,Manual,19188,Diesel,20,70.6,1.5
 1 Series,16500,Manual,5450,Diesel,145,72.4,1.5
 3 Series,34000,Semi-Auto,4650,Diesel,145,47.9,3
 5 Series,29000,Semi-Auto,4727,Diesel,145,62.8,2
 3 Series,32990,Semi-Auto,5400,Diesel,145,49.6,2
 3 Series,30000,Manual,5385,Diesel,145,54.3,2
 3 Series,35000,Semi-Auto,7685,Diesel,145,48.7,2
 1 Series,14898,Manual,28133,Diesel,145,65.7,2
 5 Series,29998,Semi-Auto,5000,Diesel,145,62.8,2
 4 Series,28898,Semi-Auto,5000,Petrol,145,48.7,2
 3 Series,26498,Semi-Auto,16151,Diesel,145,48.7,2
 1 Series,6998,Manual,57125,Petrol,150,49.6,1.6
 3 Series,18898,Automatic,13493,Petrol,160,44.1,2
 5 Series,29898,Semi-Auto,7730,Diesel,145,60.1,2
 1 Series,25898,Manual,3000,Petrol,145,41.5,1.5
 3 Series,29998,Manual,5000,Diesel,145,54.3,2
 3 Series,21898,Semi-Auto,6425,Petrol,145,48.7,2
 3 Series,23898,Automatic,11603,Diesel,145,52.3,2
 1 Series,19598,Semi-Auto,11308,Diesel,145,67.3,2
 1 Series,18998,Semi-Auto,10974,Diesel,145,48.7,2
 1 Series,15498,Semi-Auto,35340,Diesel,30,65.7,2
 4 Series,29990,Semi-Auto,10013,Diesel,145,49.6,3
 4 Series,29990,Semi-Auto,6644,Diesel,145,49.6,3
 1 Series,33500,Semi-Auto,5354,Diesel,145,48.7,2
 5 Series,25500,Automatic,1032,Diesel,145,65.7,2
 3 Series,26390,Semi-Auto,5288,Diesel,145,57.7,2
 4 Series,25000,Semi-Auto,10996,Diesel,145,60.1,2
 1 Series,18990,Manual,6615,Diesel,145,70.6,1.5
 1 Series,18900,Manual,5379,Diesel,145,70.6,1.5
 3 Series,19990,Semi-Auto,25212,Diesel,145,62.8,2
 4 Series,27000,Semi-Auto,1400,Diesel,145,65.7,2
 1 Series,34990,Semi-Auto,4020,Diesel,145,48.7,2
 5 Series,27990,Semi-Auto,18327,Diesel,145,60.1,3
 1 Series,25490,Semi-Auto,5379,Petrol,145,39.8,3
 2 Series,16998,Manual,12792,Diesel,150,51.4,2
 3 Series,20898,Semi-Auto,17131,Diesel,150,64.2,2
 2 Series,22500,Semi-Auto,5058,Petrol,145,50.4,2
 3 Series,24990,Semi-Auto,13271,Diesel,150,53.3,3
 2 Series,14998,Semi-Auto,29809,Diesel,20,68.9,2
 2 Series,14998,Semi-Auto,32274,Petrol,125,51.4,1.5
 1 Series,10998,Semi-Auto,41501,Diesel,30,64.2,2
 3 Series,13998,Manual,47274,Petrol,200,41.5,2
 3 Series,13498,Semi-Auto,45341,Diesel,0,74.3,2
 2 Series,27500,Automatic,3286,Petrol,145,39.8,3
 2 Series,22000,Manual,3266,Petrol,145,52.3,1.5
 2 Series,22000,Manual,2560,Petrol,145,52.3,1.5
 2 Series,21500,Manual,4067,Petrol,145,52.3,1.5
 5 Series,30000,Semi-Auto,5479,Petrol,145,50.4,2
 5 Series,36500,Semi-Auto,4971,Diesel,145,55.4,2
 2 Series,22990,Manual,3205,Petrol,145,52.3,1.5
 3 Series,32990,Semi-Auto,9503,Diesel,145,49.6,2
 2 Series,15490,Manual,7390,Petrol,165,44.8,2
 1 Series,21900,Manual,917,Petrol,150,44.8,1.5
 1 Series,22900,Manual,969,Diesel,150,68.9,2
 3 Series,23500,Semi-Auto,21798,Diesel,145,49.6,3
 3 Series,22000,Semi-Auto,10300,Diesel,145,55.4,2
 5 Series,26000,Semi-Auto,12209,Diesel,145,62.8,2
 1 Series,23000,Semi-Auto,1956,Diesel,145,60.1,2
 3 Series,24898,Semi-Auto,13125,Diesel,145,52.3,2
 1 Series,15498,Manual,20233,Diesel,30,62.8,2
 1 Series,14998,Semi-Auto,48972,Diesel,150,65.7,2
 4 Series,21898,Semi-Auto,10000,Diesel,160,52.3,3
 2 Series,21498,Semi-Auto,1749,Diesel,145,47.1,2
 3 Series,25990,Semi-Auto,8344,Diesel,145,53.3,3
 4 Series,27490,Semi-Auto,100,Diesel,145,60.1,2
 4 Series,28990,Semi-Auto,100,Diesel,145,52.3,3
 4 Series,30750,Semi-Auto,100,Diesel,145,50.4,3
 3 Series,16690,Semi-Auto,30271,Diesel,145,53.3,3
 2 Series,16998,Semi-Auto,25544,Diesel,145,64.2,2
 5 Series,23998,Semi-Auto,13373,Diesel,145,65.7,2
 4 Series,21998,Semi-Auto,17417,Diesel,145,65.7,2
 2 Series,16998,Manual,7201,Petrol,150,42.8,1.5
 2 Series,16798,Semi-Auto,23843,Diesel,145,64.2,2
 3 Series,11998,Semi-Auto,78980,Diesel,30,70.6,2
 1 Series,17998,Manual,6047,Petrol,145,56.5,1.5
 3 Series,23298,Semi-Auto,14320,Diesel,145,54.3,2
 5 Series,24298,Semi-Auto,13863,Diesel,145,60.1,2
 2 Series,19990,Semi-Auto,5600,Diesel,145,49.6,2
 5 Series,12791,Semi-Auto,55642,Diesel,145,55.4,2
 1 Series,14991,Manual,20847,Petrol,145,52.3,1.5
 2 Series,14498,Manual,16735,Diesel,20,74.3,1.5
 3 Series,16998,Semi-Auto,21879,Petrol,150,51.4,1.5
 2 Series,20990,Semi-Auto,21924,Petrol,260,37.2,3
 3 Series,15990,Manual,43574,Petrol,200,39.8,2
 3 Series,17620,Automatic,20461,Diesel,145,60.1,2
 3 Series,19991,Semi-Auto,27123,Diesel,145,62.8,2
 2 Series,11991,Manual,52656,Diesel,30,62.8,2
 3 Series,19998,Semi-Auto,26711,Diesel,160,51.4,3
 3 Series,15998,Semi-Auto,15931,Petrol,125,51.4,2
 3 Series,26998,Semi-Auto,13268,Diesel,145,48.7,2
 2 Series,20498,Semi-Auto,6195,Petrol,145,47.9,2
 2 Series,11998,Semi-Auto,30738,Diesel,20,68.9,2
 2 Series,18498,Semi-Auto,4079,Petrol,150,39.8,1.5
 3 Series,21998,Semi-Auto,14008,Diesel,145,62.8,2
 1 Series,18498,Semi-Auto,36523,Petrol,205,39.8,3
 3 Series,15998,Semi-Auto,47812,Diesel,160,51.4,3
 5 Series,17998,Semi-Auto,41858,Diesel,200,48.7,3
 1 Series,18998,Manual,12250,Diesel,150,70.6,1.5
 1 Series,21898,Manual,4100,Petrol,150,41.5,1.5
 3 Series,20140,Automatic,2674,Diesel,145,64.2,2
 4 Series,22991,Semi-Auto,10990,Diesel,145,65.7,2
 1 Series,16998,Manual,21076,Petrol,300,35.3,3
 3 Series,11498,Manual,51299,Petrol,125,52.3,1.5
 2 Series,14298,Semi-Auto,25970,Diesel,125,58.9,2
 3 Series,26498,Semi-Auto,11504,Petrol,150,41.5,2
 1 Series,14998,Semi-Auto,25253,Petrol,125,54.3,1.5
 5 Series,27698,Automatic,8722,Diesel,145,60.1,2
 3 Series,12498,Manual,32082,Petrol,125,52.3,1.5
 2 Series,18298,Semi-Auto,1230,Petrol,145,50.4,2
 2 Series,10000,Manual,51493,Petrol,30,55.4,1.5
 3 Series,13991,Manual,37373,Diesel,30,64.2,2
 3 Series,17750,Manual,15082,Petrol,200,41.5,2
 3 Series,21490,Semi-Auto,18385,Petrol,145,48.7,2
 4 Series,13198,Manual,62477,Diesel,30,62.8,2
 2 Series,16498,Semi-Auto,24354,Diesel,145,64.2,2
 2 Series,24998,Semi-Auto,8555,Diesel,145,46.3,2
 3 Series,13998,Manual,37323,Diesel,150,67.3,2
 3 Series,8490,Manual,68578,Diesel,30,61.4,2
 4 Series,21500,Semi-Auto,768,Diesel,145,65.7,2
 2 Series,15500,Semi-Auto,25180,Diesel,20,68.9,2
 5 Series,22000,Semi-Auto,30109,Diesel,150,65.7,2
 3 Series,18998,Semi-Auto,30355,Diesel,145,64.2,2
 1 Series,13995,Semi-Auto,18124,Diesel,145,70.6,2
 3 Series,7495,Manual,83000,Diesel,30,62.8,2
 3 Series,29998,Semi-Auto,4918,Diesel,150,52.3,2
 2 Series,16498,Semi-Auto,27811,Diesel,145,64.2,2
 2 Series,17498,Semi-Auto,19307,Diesel,145,64.2,2
 2 Series,17498,Semi-Auto,21809,Diesel,145,64.2,2
 2 Series,16798,Semi-Auto,25884,Diesel,145,64.2,2
 3 Series,19998,Semi-Auto,4807,Diesel,145,64.2,2
 1 Series,14298,Manual,22265,Diesel,20,70.6,1.5
 1 Series,12998,Semi-Auto,31879,Diesel,0,78.5,1.5
 4 Series,16998,Semi-Auto,64473,Diesel,125,58.9,2
 2 Series,11698,Manual,36250,Diesel,30,65.7,2
 2 Series,14498,Semi-Auto,19236,Petrol,145,47.9,2
 3 Series,21998,Semi-Auto,30963,Diesel,145,53.3,3
 5 Series,22498,Semi-Auto,31660,Diesel,145,62.8,2
 2 Series,17298,Semi-Auto,23752,Diesel,145,64.2,2
 1 Series,11995,Manual,38000,Petrol,125,52.3,1.5
 5 Series,16498,Semi-Auto,32298,Diesel,30,62.8,2
 1 Series,16990,Automatic,35046,Petrol,235,37.7,3
 3 Series,19547,Automatic,29184,Diesel,145,51.4,3
 3 Series,15230,Automatic,46871,Diesel,145,56.5,3
 1 Series,17600,Semi-Auto,31179,Petrol,235,37.7,3
 3 Series,20197,Automatic,33443,Diesel,145,53.3,3
 4 Series,16380,Automatic,39563,Diesel,30,65.7,2
 3 Series,14991,Semi-Auto,20923,Diesel,20,70.6,2
 2 Series,19995,Automatic,12272,Petrol,145,47.9,2
 1 Series,9990,Manual,29000,Petrol,145,48.7,2
 3 Series,19995,Semi-Auto,34634,Diesel,150,53.3,3
 3 Series,24898,Semi-Auto,11249,Diesel,150,52.3,2
 3 Series,16500,Semi-Auto,27444,Diesel,125,60.1,2
 3 Series,16750,Semi-Auto,39750,Diesel,165,51.4,3
 5 Series,16250,Semi-Auto,43000,Diesel,30,62.8,2
 3 Series,11950,Semi-Auto,88000,Diesel,125,57.6,3
 2 Series,13998,Manual,22086,Diesel,125,58.9,2
 1 Series,19998,Semi-Auto,10027,Petrol,145,47.9,2
 2 Series,22998,Semi-Auto,27542,Petrol,145,39.8,3
 3 Series,25990,Semi-Auto,2980,Diesel,150,57.7,2
 3 Series,19995,Semi-Auto,23338,Petrol,205,41.5,3
 5 Series,10750,Semi-Auto,60611,Diesel,125,60.1,2
 3 Series,9995,Semi-Auto,66000,Diesel,145,53.3,2
 2 Series,12998,Manual,20565,Diesel,0,74.3,1.5
 3 Series,18498,Semi-Auto,27855,Diesel,160,51.4,3
 2 Series,16498,Manual,29117,Diesel,145,62.8,2
 4 Series,23998,Semi-Auto,8524,Diesel,150,52.3,3
 3 Series,10298,Semi-Auto,51645,Diesel,30,62.8,2
 3 Series,16698,Manual,14518,Diesel,125,58.9,2
 4 Series,16807,Automatic,39218,Diesel,30,65.7,2
 5 Series,17985,Semi-Auto,29337,Diesel,125,60.1,2
 4 Series,22495,Automatic,13295,Petrol,260,37.2,3
 3 Series,26885,Semi-Auto,11751,Petrol,145,42.2,2
 2 Series,11495,Manual,41388,Diesel,20,74.3,1.5
 4 Series,17785,Automatic,37032,Diesel,125,58.9,2
 4 Series,17495,Semi-Auto,34802,Petrol,235,39.2,3
 2 Series,18950,Automatic,23295,Petrol,200,39.8,3
 1 Series,10450,Semi-Auto,52562,Diesel,0,78.5,1.5
 4 Series,14450,Manual,27405,Petrol,165,44.8,2
 2 Series,16750,Manual,13052,Diesel,145,64.2,2
 3 Series,20990,Semi-Auto,19842,Diesel,160,51.4,3
 3 Series,10990,Manual,65077,Diesel,30,61.4,2
 3 Series,18985,Semi-Auto,28173,Hybrid,0,134.5,2
 2 Series,19995,Automatic,11805,Hybrid,135,135.5,1.5
 5 Series,22995,Automatic,17117,Diesel,145,65.7,2
 3 Series,11750,Semi-Auto,60210,Diesel,125,58.9,2
 4 Series,21990,Semi-Auto,24118,Diesel,150,65.7,2
 4 Series,14750,Semi-Auto,60212,Diesel,125,58.9,2
 1 Series,13990,Semi-Auto,38748,Petrol,235,37.7,3
 5 Series,22990,Automatic,23891,Diesel,145,68.9,2
 5 Series,22750,Semi-Auto,30500,Diesel,145,68.9,2
 3 Series,10450,Manual,51030,Diesel,30,62.8,2
 3 Series,12990,Semi-Auto,54073,Diesel,125,57.6,3
 4 Series,14990,Semi-Auto,43000,Diesel,150,56.5,2
 3 Series,13350,Semi-Auto,54695,Diesel,125,58.9,2
 3 Series,13995,Manual,25345,Petrol,150,48.7,2
 5 Series,13995,Semi-Auto,80500,Diesel,125,57.6,2
 3 Series,11490,Automatic,57855,Petrol,200,43.5,2
 3 Series,21498,Semi-Auto,20369,Diesel,145,60.1,2
 3 Series,10995,Manual,27000,Diesel,30,61.4,2
 4 Series,19898,Semi-Auto,21803,Diesel,165,49.6,3
 5 Series,11995,Manual,69850,Diesel,30,65.7,2
 1 Series,8295,Manual,71797,Diesel,30,65.7,2
 3 Series,18995,Semi-Auto,21010,Diesel,150,62.8,2
 3 Series,18495,Semi-Auto,29999,Diesel,145,64.2,2
 4 Series,18495,Automatic,33683,Diesel,30,65.7,2
 4 Series,13490,Manual,73581,Diesel,30,62.8,2
 3 Series,13990,Automatic,37087,Diesel,125,61.4,2
 5 Series,16460,Semi-Auto,32998,Diesel,125,60.1,2
 3 Series,17190,Automatic,34089,Diesel,160,51.4,3
 3 Series,12795,Semi-Auto,63592,Diesel,125,60.1,2
 3 Series,26998,Semi-Auto,14572,Diesel,145,48.7,2
 5 Series,14995,Semi-Auto,42313,Diesel,145,55.4,3
 3 Series,26998,Semi-Auto,1426,Petrol,145,41.5,3
 3 Series,14498,Semi-Auto,41419,Petrol,200,42.2,2
 1 Series,21898,Semi-Auto,14720,Diesel,145,67.3,2
 5 Series,22898,Semi-Auto,11303,Diesel,145,65.7,2
 5 Series,10990,Manual,85635,Diesel,30,65.7,2
 4 Series,15790,Semi-Auto,73921,Diesel,160,51.4,3
 4 Series,15990,Automatic,67958,Diesel,160,51.4,3
 5 Series,13695,Automatic,61989,Diesel,20,68.9,2
 4 Series,14495,Manual,43052,Diesel,30,62.8,2
 1 Series,12950,Automatic,31384,Diesel,30,65.7,2
 3 Series,14490,Semi-Auto,55024,Diesel,30,62.8,2
 3 Series,10570,Manual,59020,Diesel,125,57.6,2
 3 Series,10000,Manual,85515,Diesel,20,68.9,2
 2 Series,19491,Automatic,7460,Diesel,145,47.1,2
 1 Series,20998,Semi-Auto,19479,Petrol,200,39.8,3
 1 Series,20998,Semi-Auto,24999,Petrol,200,39.8,3
 2 Series,12198,Manual,22812,Diesel,20,74.3,1.5
 2 Series,19500,Semi-Auto,24790,Petrol,265,37.2,3
 4 Series,29898,Semi-Auto,2145,Diesel,145,58.9,2
 1 Series,14498,Manual,25640,Diesel,30,62.8,2
 1 Series,17898,Semi-Auto,11804,Diesel,145,70.6,2
 3 Series,22898,Semi-Auto,12226,Diesel,145,62.8,2
 3 Series,22198,Semi-Auto,13004,Diesel,145,67.3,2
 1 Series,15998,Semi-Auto,21914,Diesel,30,65.7,2
 2 Series,20898,Automatic,8177,Hybrid,135,148.7,1.5
 3 Series,11990,Semi-Auto,47742,Diesel,30,67.3,2
 3 Series,19940,Automatic,20610,Petrol,145,48.7,2
 3 Series,29998,Semi-Auto,3941,Petrol,145,41.5,2
 1 Series,21998,Semi-Auto,12453,Petrol,145,39.8,3
 3 Series,16098,Manual,26575,Diesel,30,64.2,2
 3 Series,15298,Semi-Auto,42114,Petrol,125,51.4,1.5
 1 Series,12995,Manual,18824,Diesel,20,70.6,2
 5 Series,23750,Automatic,17280,Diesel,145,68.9,2
 3 Series,19999,Semi-Auto,17347,Hybrid,140,134.5,2
 1 Series,12299,Semi-Auto,46242,Diesel,30,62.8,2
 1 Series,16998,Manual,14164,Petrol,145,46.3,2
 1 Series,15998,Semi-Auto,11239,Diesel,20,68.9,1.5
 2 Series,19498,Semi-Auto,5045,Diesel,145,51.4,2
 2 Series,18998,Semi-Auto,7762,Petrol,150,50.4,1.5
 3 Series,13795,Semi-Auto,92308,Diesel,150,54.3,3
 3 Series,12495,Semi-Auto,57209,Diesel,125,61.4,2
 2 Series,14600,Manual,10511,Diesel,150,68.9,2
 3 Series,17901,Semi-Auto,16965,Petrol,145,46.3,2
 3 Series,25690,Semi-Auto,21544,Petrol,145,42.2,2
 1 Series,14179,Manual,32015,Diesel,145,68.9,2
 3 Series,18656,Semi-Auto,41200,Diesel,150,53.3,3
 2 Series,24690,Automatic,3479,Hybrid,135,113,1.5
 3 Series,21690,Semi-Auto,12008,Petrol,145,48.7,2
 3 Series,15995,Semi-Auto,23715,Diesel,150,65.7,2
 1 Series,20995,Semi-Auto,31544,Petrol,145,39.8,3
 1 Series,20995,Semi-Auto,31544,Petrol,145,39.8,3
 5 Series,11495,Manual,65000,Diesel,125,57.6,2
 5 Series,10495,Semi-Auto,83000,Diesel,125,57.6,2
 3 Series,16195,Manual,37025,Diesel,150,67.3,2
 3 Series,15695,Semi-Auto,59204,Diesel,200,49.6,3
 4 Series,24000,Semi-Auto,20398,Diesel,145,50.4,3
 4 Series,20387,Semi-Auto,19151,Diesel,145,65.7,2
 4 Series,19737,Semi-Auto,29958,Diesel,30,65.7,2
 4 Series,20910,Semi-Auto,16448,Diesel,145,65.7,2
 4 Series,21170,Semi-Auto,8161,Diesel,145,65.7,2
 1 Series,14015,Manual,34281,Diesel,20,70.6,1.5
 4 Series,19881,Semi-Auto,21972,Diesel,30,65.7,2
 3 Series,25990,Semi-Auto,5714,Diesel,145,52.3,2
 4 Series,16995,Manual,29564,Diesel,30,62.8,2
 3 Series,16485,Semi-Auto,58081,Diesel,145,64.2,2
 1 Series,10985,Manual,37500,Diesel,20,72.4,1.5
 5 Series,23498,Semi-Auto,17231,Diesel,145,53.3,3
